,condition,label,sentence
3116,food,conflict,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
3117,food,negative,"Disappointing food, lousy service."
3118,service,negative,"Disappointing food, lousy service."
3119,food,negative,"Disappointing food, lousy service."
3120,service,negative,"Disappointing food, lousy service."
3121,anecdotes/miscellaneous,positive,"I'm from sichuan, this is the restaurant I recommend going."
3122,anecdotes/miscellaneous,positive,This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.
3123,food,positive,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
3124,service,positive,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
3125,food,positive,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
3126,service,positive,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
3127,kinds of beer,positive,great place to go for a drink too because they have 100 kinds of beer.
3128,drink,neutral,great place to go for a drink too because they have 100 kinds of beer.
3129,food,positive,great place to go for a drink too because they have 100 kinds of beer.
3130,anecdotes/miscellaneous,positive,But this place is a well-oiled machine so they know what they're doing.
3131,price,negative,"Over price, and small portions ."
3132,portions,negative,"Over price, and small portions ."
3133,food,negative,"Over price, and small portions ."
3134,price,negative,"Over price, and small portions ."
3135,bartender,positive,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
3136,champagne,neutral,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
3137,turnip soup with pureed basil,positive,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
3138,food,positive,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
3139,service,positive,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
3140,anecdotes/miscellaneous,positive,But I'd go back
3141,service,negative,Stepped on my foot on the SECOND time he reached over me to adjust lighting.
3142,food,positive,The food was well prepared and the service impecable.
3143,service,positive,The food was well prepared and the service impecable.
3144,food,positive,The food was well prepared and the service impecable.
3145,service,positive,The food was well prepared and the service impecable.
3146,dish,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3147,Thai spiced curry noodles with shrimp,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3148,dish,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3149,cost,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3150,food,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3151,price,positive,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
3152,atmosphere,positive,"Good, dark atmosphere and the music is a nice touch."
3153,music,positive,"Good, dark atmosphere and the music is a nice touch."
3154,ambience,positive,"Good, dark atmosphere and the music is a nice touch."
3155,portions,negative,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me."
3156,portion,positive,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me."
3157,main course,negative,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me."
3158,food,negative,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me."
3159,thai,negative,But the thai is definitely not great -- bland and indistinguished.
3160,food,negative,But the thai is definitely not great -- bland and indistinguished.
3161,anecdotes/miscellaneous,neutral,This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).
3162,brunch,positive,"Great for groups, great for a date, great for early brunch or a nightcap."
3163,nightcap,positive,"Great for groups, great for a date, great for early brunch or a nightcap."
3164,ambience,positive,"Great for groups, great for a date, great for early brunch or a nightcap."
3165,ambience,positive,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.
3166,food suggestions,positive,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
3167,server,positive,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
3168,sommelier,positive,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
3169,fromager,positive,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
3170,wine,neutral,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
3171,cheese,neutral,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
