text,condition,label,score
"Suddenly the manager, came to our table yelling absolutely no way we can have a drink after dinner becuase he has tables waiting Just to be clear we spent over $70 and had 1 drink each, we used the table for about 1hour and 15 minutes.",drink after dinner,Neutral,1
We ate at the bar to avoid waiting for a table.,waiting,Negative,0
We ate at the bar to avoid waiting for a table.,table,Neutral,1
"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",food,Neutral,1
"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",rava masala dosa,Positive,2
"the food at pongal is average, the rava masala dosa is much better at madras mahal (a few doors down) and certainly the service at pongal is the worst among the indian restaurants along that block.",service,Negative,0
I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,service,Negative,0
I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,dinner,Neutral,1
"The mussels and frits were great, but the host had an attitude and my friends and I waited about 1 1/2 hours to be seated on a random Tues.",mussels,Positive,2
"The mussels and frits were great, but the host had an attitude and my friends and I waited about 1 1/2 hours to be seated on a random Tues.",host,Negative,0
"My hubby's a very picky eater, (plain, no condiments, no cheese, just salt pepper, and onions) and as busy as they were, they got it RIGHT THE FIRST TIME!!",condiments,Negative,0
"My hubby's a very picky eater, (plain, no condiments, no cheese, just salt pepper, and onions) and as busy as they were, they got it RIGHT THE FIRST TIME!!",onions,Neutral,1
The waiter nearly yelled at me when I asked for more water.,waiter,Negative,0
The waiter nearly yelled at me when I asked for more water.,water,Neutral,1
"Room is impressive, but service is slow and taste was almost like fast food.",Room,Positive,2
"Room is impressive, but service is slow and taste was almost like fast food.",service,Negative,0
"Room is impressive, but service is slow and taste was almost like fast food.",food,Negative,0
"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",Appetizers,Positive,2
"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",drinks,Positive,2
"Appetizers and drinks came on time, but we waited 40/45 minutes for entrees.",entrees,Negative,0
The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,sauce,Positive,2
The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,crust,Positive,2
The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,mix,Neutral,1
The sauce has a lemony olivey taste and the crust has the right mix of chewey and crunchy textures.,textures,Positive,2
"They were out of cherry, so we got a few slices of apple and one key lime.",slices,Negative,0
"They were out of cherry, so we got a few slices of apple and one key lime.",apple,Neutral,1
"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",range,Positive,2
"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",stir-fries,Positive,2
"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",noodle dishes,Positive,2
"The menu, which combines pan-Asian influences, offers a wide range of stir-fries and noodle dishes, with several varieties of momo (Tibetan dumplings) as highlights.",Tibetan dumplings,Neutral,1
"The smell was heavenly, and the appearance was great, but the cheese was a little too salty and heavy.",appearance,Positive,2
"The smell was heavenly, and the appearance was great, but the cheese was a little too salty and heavy.",cheese,Negative,0
"But the service was absolutely terrible, and we watied 45 minutes for food.",service,Negative,0
"But the service was absolutely terrible, and we watied 45 minutes for food.",food,Neutral,1
When we finally had to see the manager because I had lemon juice spilled on me from the waiter- she even took over 10 minutes to come to the table.,manager,Negative,0
When we finally had to see the manager because I had lemon juice spilled on me from the waiter- she even took over 10 minutes to come to the table.,table,Neutral,1
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",apetizers,Neutral,1
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",tables,Neutral,1
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",waiter,Negative,0
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",appetizers,Neutral,1
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",calamari,Negative,0
"Our apetizers took quite a while to be served, in fact, while all the other tables that sat way after us were being served I asked the waiter what happened to our appetizers, the calamari was tough; The entrees were tasteless and really!, one have to be really bad to mess a simple pasta dish.",pasta dish,Negative,0
