text,condition,label,score
-LRB- The SATA controller is the motherboard chip that lets the CPU talk to the hard drive . -RRB-,CPU,Neutral,1
ca n't reinstall with standard os cd because of proprietary hardware drivers .,standard os cd,Negative,0
You can even run a parallels type program easily and run any leftover PC software that you absolutely can not be without .,parallels type program,Positive,2
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",battery life,Negative,0
This computer was so challenging to carry and handle .,carry,Negative,0
The AC power port becomes loose over time,AC power port,Negative,0
"Seems to slow down occassionally but can run many applications -LRB- ie Internet tabs , programs , etc -RRB- simultaneously .",applications,Positive,2
- I propose that I can just swap the hard drives .,hard drives,Neutral,1
"All of the programs -LRB- Keynote , Pages , Numbers -RRB- have an option to save your documents as Microsoft compatible , which really eliminates the need for the actual .",Numbers,Neutral,1
"The quality , engineering design and warranty are superior -- covers damage from dropping the laptop .",engineering design,Positive,2
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles .,warranty,Positive,2
"The applications are also very easy to find and maneuver , much easier than any other computer I have ever owned .",applications,Positive,2
the programs are esay to use and are quick to process this computer works like a charm .,use,Positive,2
Another included program that is laughable is the chess game .,included program,Negative,0
"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .",operating system,Positive,2
"This is likely due to poor grounding and isolation between the components , and I 'm hoping that it can be fixed with a ground loop isolator , but I still expected better product quality for this price range .",price range,Negative,0
Quality Display I was surprised with the performance and quality of this HP Laptop .,performance,Positive,2
Awesome graphics !,graphics,Positive,2
After that the said it was under warranty .,warranty,Neutral,1
"Graphics are clean and sharp , internet interfaces are seamless .",internet interfaces,Positive,2
"Laptops are usually used on the go , so why not give you a better battery ?",battery,Negative,0
"Apparently well-built and gorgeous to look at , the i5 MacBook Pro is a winning combination of price and performance .",look,Positive,2
The Apple team also assists you very nicely when choosing which computer is right for you : -RRB-,Apple team,Positive,2
"No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their call center is down due to too many phonecalls -LRB- difficult to believe -RRB- .",call center,Negative,0
Or the cursor would show up some place else .,cursor,Negative,0
"I do n't have stupid pop up windows -LRB- even when I have pop ups blocked -RRB- , I do n't have to wait 5 minutes for a webpage to download , and best of all I can run all the web programming software I need to use all at once without slowing me down .",pop ups,Neutral,1
It 's a great product for a great price !,price,Positive,2
"The battery never held a charge longer than one hour and within two months , stopped holding a charge for more than ten minutes .",battery,Negative,0
Since I 've had this computer I 've only used the trackpad because it is so nice and smooth .,trackpad,Positive,2
"Also , HDD secures inside using rails , and there is only one set on the main hard drive .",rails,Neutral,1
"Other than that , I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities .",gaming,Positive,2
"It has many great programs , such as ILife , iPhotos and others .",iPhotos,Positive,2
"I use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",iphoto,Positive,2
Getting the Apple Care plan is a must .,Apple Care plan,Positive,2
"I have found also , it is very easy to be able to access wireless internet access ;",wireless internet access,Positive,2
"Also , because of the size and consistancy of the laptop computer , some websites would n't even attempt to work on the computer because of browser problems .",consistancy,Negative,0
I have not had a problem with the applications quitting or freezing .,applications,Positive,2
Peformance is good for the price .,Peformance,Positive,2
I thought the price was great for the specs .,price,Positive,2
The 13 '' Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product .,budget,Positive,2
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop .,setup,Negative,0
Dealing with the support drone on the other end of the chat was sheer torture .,support,Negative,0
"There is no need to purchase virus protection for Mac , which saves me a lot of time and money .",virus protection for Mac,Positive,2
I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I do n't run accross a situation like this again !,warranty,Neutral,1
"Info : Windows failed to load because the kernal is missing , or corrupt .",kernal,Negative,0
"The programs are great , like iphoto -LRB- love the editing capabilities -RRB- , imail -LRB- which can incorporate with the address book on the ipod and ipad -RRB- , imovie , etc. .",imail,Positive,2
"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",Windows 7 Ultimate,Negative,0
